state:Alaska
city:Anchorage
year:2011,crimerate:261.7
year:2012,crimerate:326.8
year:2013,crimerate:486.4
year:2014,crimerate:551.3
year:2015,crimerate:347.5
state:Alabama
city:Brantley
year:2003,crimerate:59.5
year:2004,crimerate:211.7
year:2005,crimerate:277.3
year:2006,crimerate:171.2
year:2007,crimerate:262.7
year:2008,crimerate:108.8
year:2009,crimerate:0.0
state:Alabama
city:Brent
year:2003,crimerate:192.7
year:2004,crimerate:73.6
year:2005,crimerate:90.7
year:2006,crimerate:97.7
year:2007,crimerate:240.0
year:2008,crimerate:86.5
year:2009,crimerate:212.6
year:2010,crimerate:229.1
year:2011,crimerate:170.3
year:2012,crimerate:169.6
year:2013,crimerate:157.2
year:2014,crimerate:260.0
year:2015,crimerate:204.3
year:2016,crimerate:278.5
state:Alabama
city:Brewton
year:2003,crimerate:740.6
year:2004,crimerate:806.6
year:2005,crimerate:858.6
year:2006,crimerate:654.0
year:2007,crimerate:562.1
year:2008,crimerate:626.8
year:2009,crimerate:534.6
year:2010,crimerate:486.4
year:2011,crimerate:377.8
year:2012,crimerate:428.8
year:2013,crimerate:469.6
year:2014,crimerate:338.5
state:Alabama
city:Bridgeport
year:2003,crimerate:299.2
year:2004,crimerate:285.1
year:2005,crimerate:253.2
year:2006,crimerate:108.5
year:2007,crimerate:144.1
year:2008,crimerate:268.6
year:2009,crimerate:144.0
year:2010,crimerate:121.5
year:2011,crimerate:119.0
state:Alabama
city:Brighton
year:2003,crimerate:606.9
year:2004,crimerate:522.7
year:2005,crimerate:1.2
year:2006,crimerate:32.6
year:2007,crimerate:2.7
year:2008,crimerate:666.2
year:2009,crimerate:1031.0
state:Alabama
city:Brilliant
year:2003,crimerate:28.3
year:2004,crimerate:427.2
year:2005,crimerate:125.8
year:2006,crimerate:278.4
year:2007,crimerate:363.4
year:2008,crimerate:231.9
year:2009,crimerate:159.0
year:2010,crimerate:281.0
year:2011,crimerate:147.1
year:2012,crimerate:251.1
year:2013,crimerate:225.7
year:2014,crimerate:178.2
state:Alabama
city:Brookside
year:2003,crimerate:3.0
year:2004,crimerate:6.0
year:2005,crimerate:149.6
state:Alabama
city:Brookwood
year:2003,crimerate:288.8
year:2004,crimerate:313.4
year:2005,crimerate:498.6
year:2006,crimerate:465.2
state:Alabama
city:Brundidge
year:2003,crimerate:286.4
year:2004,crimerate:202.1
year:2005,crimerate:417.8
year:2006,crimerate:390.8
year:2007,crimerate:221.5
year:2008,crimerate:118.9
year:2009,crimerate:86.8
state:Alabama
city:Butler
year:2003,crimerate:107.0
year:2004,crimerate:124.3
year:2005,crimerate:79.3
year:2006,crimerate:30.1
year:2007,crimerate:67.5
year:2008,crimerate:59.4
year:2009,crimerate:232.4
year:2010,crimerate:346.8
year:2011,crimerate:175.5
year:2012,crimerate:301.1
year:2013,crimerate:187.6
year:2014,crimerate:300.7
year:2015,crimerate:355.7
year:2016,crimerate:185.9
year:2017,crimerate:257.0
state:Alabama
city:Calera
year:2003,crimerate:722.3
year:2004,crimerate:286.4
year:2005,crimerate:172.3
state:Alabama
city:Camden
year:2003,crimerate:461.4
year:2004,crimerate:236.6
year:2005,crimerate:166.8
year:2006,crimerate:104.1
year:2007,crimerate:27.9
year:2008,crimerate:40.4
state:Alabama
city:Camp-Hill
year:2003,crimerate:503.2
year:2004,crimerate:200.8
year:2005,crimerate:204.2
year:2006,crimerate:327.3
year:2007,crimerate:27.5
year:2008,crimerate:737.0
year:2009,crimerate:917.6
year:2010,crimerate:534.4
year:2011,crimerate:500.5
state:Alabama
city:Carbon-Hill
year:2003,crimerate:423.4
year:2004,crimerate:202.8
year:2005,crimerate:202.9
year:2006,crimerate:477.5
year:2007,crimerate:443.7
year:2008,crimerate:139.2
year:2009,crimerate:269.8
year:2010,crimerate:417.0
year:2011,crimerate:511.1
year:2012,crimerate:359.1
year:2013,crimerate:274.3
state:Alabama
city:Carrollton
year:2003,crimerate:109.6
year:2004,crimerate:131.2
year:2005,crimerate:60.3
year:2006,crimerate:268.7
year:2007,crimerate:152.6
year:2008,crimerate:218.8
